SDSS,RA,DEC,z,u,e_u,g,e_g,r,e_r,i,e_i,z_psf,e_z,A_u,logNH,F20cm,SN_F20cm,sep_FIRST,fR0,fR1,logX,SN_X,sep_X,J,e_J,H,e_H,K,e_K,sep_2MASS,M_i,D_gi,Morph,S,mode,utf,Tflag,Lz,Hz,fR,fX,fS,f*,fG,run,MJD_img,MJD_spec,plate,fiber,rerun,camcol,field,obj,Tflag_T,LzT,HzT,fRT,fXT,fST,f*T,fGT,u_PSF,e_u_PSF,g_PSF,e_g_PSF,r_PSF,e_r_PSF,i_PSF,e_i_PSF,z_PSF,e_z_PSF,72,73,74,75,76,77,g_minus_r,classification
151333.06+434422.3,228.387759,43.73953,2.2868,19.56,0.035,19.029,0.017,18.913,0.012,18.961,0.014,18.756,0.041,0.116,20.276,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.752,0.031,0,1,1,1,2,1,0,0,0,0,0,0,3918,52758,53148,1677,514,41,4,205,40,2,1,0,0,0,0,0,0,19.559,0.035,19.029,0.017,18.913,0.012,18.962,0.014,18.756,0.041,472261807021490176,,,,,,0.11599999999999966,quasar
151336.71+430708.3,228.402975,43.118989,3.2929,20.171,0.051,18.126,0.019,17.709,0.016,17.614,0.018,17.613,0.025,0.097,20.265,0.0,0.0,0.0,1,0,-9.0,0.0,0.0,16.843,0.202,16.306,0.317,15.294,0.235,1.209,-28.903,0.044,0,1,1,1,3,1,1,0,0,0,0,0,3964,52788,53148,1677,104,41,3,106,247,3,1,1,0,0,0,0,0,20.171,0.051,18.126,0.019,17.709,0.016,17.614,0.018,17.613,0.025,472261805301825536,,,,,,0.4170000000000016,quasar
151338.70+413904.9,228.411283,41.651383,0.7765,19.004,0.029,18.521,0.017,18.597,0.025,18.732,0.021,18.48,0.04,0.171,20.236,0.0,0.0,0.0,0,0,-1.549,2.485,16.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.448,-0.214,0,1,1,1,135273475,1,1,0,1,1,0,0,2964,52313,52735,1291,29,40,5,528,33,135273475,1,1,0,1,1,0,0,18.973,0.029,18.518,0.019,18.606,0.021,18.741,0.021,18.486,0.04,363610690155446272,,,,,,-0.07600000000000051,quasar
151340.69+321332.8,228.419544,32.225797,1.8085,19.837,0.031,19.47,0.022,19.375,0.017,19.122,0.02,19.057,0.048,0.095,20.233,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.045,0.091,0,1,1,1,1048579,1,1,0,0,1,0,0,4002,52813,53149,1649,405,40,5,129,116,1048579,1,1,0,0,1,0,0,19.836,0.031,19.469,0.022,19.375,0.017,19.121,0.02,19.057,0.048,464380511511379968,,,,,,0.09499999999999886,quasar
151341.89+463002.7,228.424557,46.500765,1.579,19.87,0.043,19.101,0.021,18.604,0.022,18.299,0.014,18.189,0.037,0.15,20.352,15.768,13.984,0.32,0,0,-9.0,0.0,0.0,16.601,0.157,15.622,0.168,15.567,0.276,0.098,-26.574,0.475,0,1,1,1,8,0,0,1,0,0,0,0,3180,52402,52721,1050,482,40,4,139,143,8,0,0,1,0,0,0,0,19.884,0.042,19.122,0.027,18.62,0.016,18.299,0.015,18.181,0.03,295775162538655744,,,,,,0.4969999999999999,quasar
151342.79+380017.1,228.428295,38.004771,1.2601,19.732,0.033,19.224,0.016,18.902,0.015,18.858,0.019,18.789,0.039,0.079,20.127,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.453,0.104,0,1,1,1,1048578,1,0,0,0,1,0,0,3926,52760,53172,1399,155,41,3,19,75,1048578,1,0,0,0,1,0,0,19.749,0.032,19.222,0.016,18.907,0.016,18.837,0.02,18.757,0.038,394011865069387776,,,,,,0.3219999999999992,quasar
151343.32+461547.2,228.430535,46.263137,0.1987,18.115,0.027,18.037,0.028,17.85,0.016,17.599,0.019,17.637,0.027,0.138,20.35,0.0,0.0,0.0,0,0,-1.388,3.807,1.52,16.199,0.118,15.695,0.18,14.782,0.139,0.513,-22.299,-0.183,1,1,1,1,5186,1,0,0,1,0,0,1,3177,52402,52721,1050,500,40,4,135,10,5186,1,0,0,1,0,0,1,18.179,0.015,18.023,0.012,17.868,0.018,17.594,0.014,17.65,0.02,295775162614153216,,,,,,0.1869999999999976,quasar
151345.86+344216.1,228.441119,34.704497,2.0,19.253,0.029,19.058,0.027,18.776,0.016,18.678,0.019,18.623,0.038,0.094,20.161,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.721,0.216,0,1,1,1,2,1,0,0,0,0,0,0,3919,52758,53108,1385,619,40,6,157,38,2,1,0,0,0,0,0,0,19.253,0.029,19.058,0.027,18.776,0.016,18.677,0.019,18.624,0.038,390070942463688704,,,,,,0.28200000000000003,quasar
151348.32+362105.5,228.451364,36.351536,2.5227,19.157,0.032,18.661,0.021,18.64,0.017,18.683,0.023,18.405,0.032,0.099,20.146,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.245,-0.021,0,1,1,1,3,1,1,0,0,0,0,0,3813,52722,53083,1353,498,41,4,452,37,3,1,1,0,0,0,0,0,19.155,0.028,18.678,0.017,18.643,0.016,18.682,0.022,18.411,0.032,381063635327254528,,,,,,0.021000000000000796,quasar
151349.66+340459.8,228.456925,34.083278,1.4825,19.029,0.04,18.824,0.018,18.715,0.015,18.565,0.02,18.574,0.043,0.108,20.167,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.143,-0.041,0,1,1,1,1048578,1,0,0,0,1,0,0,3893,52754,53108,1385,22,41,4,407,89,1048578,1,0,0,0,1,0,0,19.04,0.029,18.827,0.016,18.708,0.014,18.551,0.021,18.582,0.041,390070939959689216,,,,,,0.10900000000000176,quasar
151350.26+440010.8,228.45945,44.003019,1.3736,19.293,0.026,19.452,0.024,19.138,0.024,19.095,0.021,19.468,0.114,0.109,20.286,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.433,0.077,0,1,1,1,1048578,1,0,0,0,1,0,0,3964,52788,53148,1677,502,41,5,103,125,1048578,1,0,0,0,1,0,0,19.293,0.026,19.452,0.024,19.138,0.024,19.095,0.021,19.468,0.114,472261806971158528,,,,,,0.31400000000000006,quasar
151350.65+405655.4,228.461057,40.948725,1.5834,19.308,0.053,19.115,0.042,19.046,0.025,18.898,0.022,18.969,0.063,0.085,20.207,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.955,-0.08,0,1,1,1,2,1,0,0,0,0,0,0,3664,52681,52736,1292,382,40,4,113,13,2,1,0,0,0,0,0,0,19.34,0.044,19.123,0.039,19.034,0.027,18.896,0.05,18.971,0.067,363892170907713536,,,,,,0.06899999999999906,quasar
151352.57+493430.2,228.46905,49.575063,0.4076,18.695,0.027,18.49,0.021,18.589,0.021,18.478,0.019,18.122,0.031,0.064,20.223,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.095,-0.122,0,1,1,1,1048579,1,1,0,0,1,0,0,3705,52705,52822,1330,441,40,5,172,23,1048579,1,1,0,0,1,0,0,18.704,0.026,18.484,0.022,18.584,0.021,18.481,0.017,18.121,0.029,374588589637369856,,,,,,-0.0990000000000002,quasar
151353.14+420106.5,228.471435,42.018486,0.7182,19.39,0.04,19.052,0.042,19.043,0.02,19.086,0.019,19.038,0.055,0.137,20.246,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.891,-0.057,0,1,1,1,1048578,1,0,0,0,1,0,0,3664,52681,52735,1291,624,40,6,109,93,1048578,1,0,0,0,1,0,0,19.334,0.048,19.067,0.044,19.048,0.019,19.097,0.021,19.014,0.06,363610692651057152,,,,,,0.009000000000000341,quasar
151353.18+474516.4,228.471607,47.754557,0.8317,19.251,0.031,19.044,0.019,18.972,0.018,18.992,0.018,18.888,0.035,0.162,20.356,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.352,0.05,0,1,1,1,1048578,1,0,0,0,1,0,0,3187,52403,52822,1330,121,40,2,25,122,1048578,1,0,0,0,1,0,0,19.238,0.03,19.044,0.021,18.957,0.017,18.989,0.018,18.89,0.037,374588588295192576,,,,,,0.07199999999999918,quasar
151356.81+394605.2,228.486714,39.768119,2.1085,18.71,0.021,18.596,0.019,18.566,0.016,18.442,0.018,18.293,0.032,0.094,20.158,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.078,0.015,0,1,1,1,1048578,1,0,0,0,1,0,0,2964,52313,52736,1292,257,40,1,535,59,1048578,1,0,0,0,1,0,0,18.7,0.02,18.593,0.018,18.562,0.015,18.434,0.019,18.288,0.033,363892170383425536,,,,,,0.030000000000001137,quasar
151357.22+554219.3,228.488428,55.705388,0.7091,19.323,0.033,18.865,0.02,18.736,0.016,18.672,0.025,18.571,0.042,0.079,20.152,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.25,0.2,0,1,1,1,1048578,1,0,0,0,1,0,0,2299,52046,52370,793,562,41,6,208,119,1048578,1,0,0,0,1,0,0,19.392,0.03,18.844,0.015,18.732,0.009,18.658,0.017,18.56,0.04,223434586326040576,,,,,,0.12899999999999778,quasar
151358.49+512317.9,228.493744,51.388325,1.1924,18.779,0.029,18.669,0.015,18.425,0.013,18.391,0.019,18.452,0.033,0.091,20.233,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.793,0.009,0,1,1,1,1048578,1,0,0,0,1,0,0,3225,52434,52703,1165,143,40,3,120,127,1048578,1,0,0,0,1,0,0,18.801,0.025,18.668,0.017,18.426,0.014,18.393,0.018,18.463,0.035,328144706129100800,,,,,,0.24399999999999977,quasar
151400.08+332049.8,228.500367,33.347188,0.5131,19.626,0.033,19.301,0.018,19.393,0.017,19.127,0.023,18.987,0.036,0.082,20.19,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.01,0.062,0,1,1,1,3,1,1,0,0,0,0,0,3919,52758,53116,1386,232,40,3,161,165,3,1,1,0,0,0,0,0,19.627,0.033,19.301,0.018,19.393,0.017,19.128,0.023,18.988,0.036,390352450176942080,,,,,,-0.0920000000000023,quasar
151400.38+341912.0,228.501603,34.320028,2.1714,19.303,0.026,18.869,0.021,18.772,0.017,18.558,0.019,18.373,0.022,0.104,20.167,16.099,9.925,0.26,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.033,0.182,0,1,1,1,3145739,1,1,1,0,1,0,0,3919,52758,53116,1386,402,40,5,158,182,3145739,1,1,1,0,1,0,0,19.303,0.026,18.869,0.021,18.772,0.017,18.558,0.019,18.372,0.022,390352450889973760,,,,,,0.09700000000000131,quasar
151400.82+303414.6,228.503441,30.570729,0.9588,19.294,0.026,19.058,0.02,18.884,0.04,19.015,0.023,19.031,0.047,0.138,20.283,0.0,0.0,0.0,1,1,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.663,-0.105,0,1,1,1,2,1,0,0,0,0,0,0,3900,52755,53149,1649,245,41,2,618,10,2,1,0,0,0,0,0,0,19.294,0.026,19.058,0.02,18.884,0.04,19.015,0.023,19.03,0.047,464380510840291328,,,,,,0.1739999999999995,quasar
151401.51+461246.8,228.506312,46.213024,3.3561,25.849,0.828,20.585,0.037,19.797,0.025,19.652,0.029,19.632,0.097,0.136,20.35,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.923,0.336,0,1,1,1,1,0,1,0,0,0,0,0,3177,52402,52721,1050,483,40,4,135,108,1,0,1,0,0,0,0,0,25.867,0.816,20.57,0.025,19.817,0.026,19.645,0.027,19.593,0.093,295775162542850048,,,,,,0.7880000000000003,non-quasar
151402.90+342106.9,228.512092,34.351936,0.4067,19.301,0.03,19.14,0.017,19.105,0.022,19.017,0.02,18.809,0.038,0.102,20.167,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.566,-0.022,0,1,1,1,1048578,1,0,0,0,1,0,0,3893,52754,53116,1386,415,41,5,406,82,1048578,1,0,0,0,1,0,0,19.3,0.026,19.139,0.023,19.104,0.023,19.017,0.021,18.789,0.036,390352450944499712,,,,,,0.03500000000000014,quasar
151403.00+365700.6,228.512504,36.950179,1.4059,19.308,0.029,19.157,0.017,19.006,0.018,18.894,0.02,18.935,0.042,0.097,20.14,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.684,-0.005,0,1,2,1,1048578,1,0,0,0,1,0,0,3926,52760,53083,1353,523,41,1,23,100,1048578,1,0,0,0,1,0,0,19.228,0.029,19.161,0.023,18.986,0.023,18.883,0.022,18.944,0.037,381063635432112128,,,,,,0.1509999999999998,quasar
151403.41-023825.6,228.514245,-2.640459,1.2996,20.65,0.072,20.262,0.023,19.467,0.019,19.177,0.022,18.974,0.042,0.737,20.772,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.474,0.585,0,1,1,1,1048578,1,0,0,0,1,0,0,2379,52075,52404,923,125,40,2,129,275,1048578,1,0,0,0,1,0,0,20.674,0.07,20.267,0.024,19.483,0.017,19.196,0.02,19.003,0.037,260026477494403072,,,,,,0.7950000000000017,non-quasar
151404.78+473815.8,228.519921,47.637732,4.6673,23.635,1.657,23.161,0.233,21.141,0.054,19.702,0.026,19.479,0.062,0.159,20.354,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.589,-0.254,0,1,1,1,1,0,1,0,0,0,0,0,3705,52705,52822,1330,129,40,1,179,226,1,0,1,0,0,0,0,0,23.503,1.803,23.172,0.238,21.136,0.055,19.696,0.026,19.468,0.062,374588588328747008,,,,,,2.020000000000003,non-quasar
151404.96+400049.5,228.520675,40.013771,2.123,19.559,0.063,19.244,0.109,18.859,0.029,18.693,0.024,18.47,0.055,0.092,20.17,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.842,0.395,0,1,1,1,1048578,1,0,0,0,1,0,0,3664,52681,52736,1292,246,40,2,116,103,2,1,0,0,0,0,0,0,19.56,0.092,19.233,0.11,18.861,0.027,18.699,0.022,18.47,0.06,363892170337288192,,,,,,0.384999999999998,quasar
151405.53+303153.0,228.523072,30.531402,1.1321,18.886,0.021,18.716,0.02,18.542,0.039,18.49,0.021,18.499,0.035,0.136,20.286,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.588,-0.016,0,1,1,1,1048578,1,0,0,0,1,0,0,3900,52755,53149,1649,243,41,2,618,32,1048578,1,0,0,0,1,0,0,18.886,0.021,18.716,0.02,18.542,0.039,18.49,0.021,18.499,0.035,464380510831902720,,,,,,0.1739999999999995,quasar
151406.61-014919.8,228.527565,-1.82217,1.739,19.844,0.047,19.553,0.019,19.401,0.02,19.119,0.019,19.029,0.051,0.808,20.734,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.246,-0.054,0,1,1,1,1048578,1,0,0,0,1,0,0,2334,52053,52404,923,175,40,3,218,249,1048578,1,0,0,0,1,0,0,19.867,0.043,19.543,0.015,19.384,0.015,19.142,0.016,19.024,0.048,260026477704118272,,,,,,0.15200000000000102,quasar
151410.23+364146.2,228.54265,36.696191,2.003,19.004,0.035,18.792,0.02,18.712,0.019,18.649,0.024,18.463,0.037,0.104,20.143,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.757,-0.035,0,1,1,1,1048578,1,0,0,0,1,0,0,3813,52722,53083,1353,526,41,5,451,34,1048578,1,0,0,0,1,0,0,19.014,0.028,18.795,0.03,18.716,0.017,18.655,0.026,18.478,0.036,381063635444695040,,,,,,0.08000000000000185,quasar
151412.14+482611.9,228.5506,48.436653,1.4447,18.554,0.021,18.365,0.014,18.216,0.016,18.125,0.017,18.141,0.028,0.151,20.314,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.539,-0.079,0,1,1,1,1048578,1,0,0,0,1,0,0,3705,52705,52822,1330,148,40,3,176,126,1048578,1,0,0,0,1,0,0,18.494,0.022,18.356,0.015,18.204,0.018,18.106,0.016,18.119,0.031,374588588408438784,,,,,,0.14899999999999736,quasar
151413.16+405157.7,228.554858,40.866047,1.868,19.446,0.054,19.501,0.043,19.312,0.026,18.965,0.022,19.09,0.066,0.082,20.207,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.272,0.256,0,1,1,1,3,1,1,0,0,0,0,0,3664,52681,52736,1292,394,40,4,113,63,3,1,1,0,0,0,0,0,19.497,0.045,19.523,0.04,19.331,0.028,18.95,0.021,19.002,0.068,363892170958045184,,,,,,0.18900000000000006,quasar
151413.58+553500.7,228.556618,55.583546,1.3192,18.672,0.026,18.59,0.024,18.367,0.015,18.301,0.016,18.351,0.033,0.079,20.149,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.119,0.004,0,1,1,1,2,1,0,0,0,0,0,0,2326,52052,52370,793,580,41,6,219,10,2,1,0,0,0,0,0,0,18.609,0.017,18.602,0.014,18.393,0.012,18.305,0.011,18.363,0.032,223434586401538048,,,,,,0.22299999999999898,quasar
151416.22+330631.0,228.567591,33.108638,2.1143,19.5,0.027,19.312,0.029,19.279,0.02,19.114,0.025,18.835,0.033,0.08,20.201,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.406,0.055,0,1,1,1,1048579,1,1,0,0,1,0,0,3919,52758,53116,1386,237,40,3,163,3,1048579,1,1,0,0,1,0,0,19.5,0.027,19.312,0.029,19.279,0.02,19.114,0.025,18.836,0.033,390352450197913600,,,,,,0.03300000000000125,quasar
151419.95+402314.3,228.583156,40.387324,1.5986,19.168,0.027,18.842,0.058,18.862,0.023,18.693,0.044,18.755,0.063,0.083,20.188,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.182,-0.134,0,1,1,1,1048578,1,0,0,0,1,0,0,3664,52681,52736,1292,193,40,3,115,69,1048578,1,0,0,0,1,0,0,19.18,0.028,18.884,0.068,18.929,0.046,18.692,0.044,18.703,0.063,363892170114990080,,,,,,-0.019999999999999574,quasar
151420.52+424445.4,228.585534,42.745966,0.1503,17.802,0.015,17.766,0.022,17.618,0.014,17.231,0.017,17.166,0.016,0.11,20.262,16.389,7.266,0.219,0,0,-0.872,6.901,3.0,15.578,0.08,14.759,0.087,13.995,0.079,0.207,-22.008,-0.035,1,1,1,1,5698,1,0,0,1,0,0,1,3918,52758,53148,1677,15,41,2,209,57,5698,1,0,0,1,0,0,1,17.802,0.015,17.766,0.022,17.618,0.014,17.231,0.017,17.166,0.016,472261804928532480,,,,,,0.1479999999999997,quasar
151421.58+304356.9,228.589931,30.732484,1.5695,18.826,0.022,18.683,0.022,18.6,0.019,18.347,0.013,18.319,0.028,0.106,20.281,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.494,0.029,0,1,1,1,1048579,1,1,0,0,1,0,0,4002,52813,53149,1649,179,40,2,134,122,1048579,1,1,0,0,1,0,0,18.826,0.022,18.683,0.022,18.6,0.019,18.347,0.013,18.319,0.028,464380510563467264,,,,,,0.08299999999999841,quasar
151422.80+313635.1,228.59504,31.609764,1.8107,19.186,0.029,18.994,0.015,18.937,0.017,18.655,0.014,18.612,0.039,0.087,20.255,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.512,0.088,0,1,1,1,1048579,1,1,0,0,1,0,0,4002,52813,53149,1649,422,40,4,132,74,1048579,1,1,0,0,1,0,0,19.186,0.029,18.994,0.015,18.938,0.017,18.655,0.014,18.612,0.039,464380511582683136,,,,,,0.05699999999999861,quasar
151424.37+302145.2,228.601573,30.362559,1.0467,19.365,0.028,19.15,0.017,18.86,0.017,18.897,0.021,18.829,0.037,0.138,20.29,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.993,0.055,0,1,1,1,1048578,1,0,0,0,1,0,0,3900,52755,53149,1649,251,41,2,619,31,1048578,1,0,0,0,1,0,0,19.365,0.028,19.15,0.017,18.86,0.017,18.898,0.021,18.828,0.037,464380510865457152,,,,,,0.28999999999999915,quasar
151424.46+373337.4,228.601954,37.560409,2.0268,18.599,0.021,18.48,0.016,18.365,0.014,18.297,0.015,18.164,0.028,0.085,20.134,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.129,0.006,0,1,1,1,1048578,1,0,0,0,1,0,0,3926,52760,53172,1399,98,41,2,22,83,1048578,1,0,0,0,1,0,0,18.6,0.02,18.471,0.015,18.364,0.014,18.289,0.014,18.158,0.028,394011864830312448,,,,,,0.11500000000000199,quasar
151424.93+370413.5,228.603909,37.070425,1.0626,19.18,0.03,18.663,0.018,18.175,0.02,18.15,0.016,18.108,0.024,0.092,20.14,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.758,0.323,0,1,1,1,2,1,0,0,0,0,0,0,3818,52724,53083,1353,569,41,6,392,45,2,1,0,0,0,0,0,0,19.175,0.029,18.679,0.023,18.174,0.022,18.159,0.02,18.107,0.023,381063635625050112,,,,,,0.48799999999999955,quasar
151426.52+452322.9,228.610512,45.389715,3.9713,23.739,1.085,20.672,0.03,19.301,0.017,19.155,0.03,19.06,0.042,0.135,20.336,0.0,0.0,0.0,1,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.783,-0.032,0,1,1,1,1,0,1,0,0,0,0,0,3180,52402,52721,1050,218,40,2,144,136,1,0,1,0,0,0,0,0,23.497,0.917,20.676,0.026,19.311,0.012,19.144,0.031,19.054,0.04,295775161431359488,,,,,,1.3710000000000022,non-quasar
151426.98+340221.0,228.612418,34.03918,3.1792,20.915,0.055,18.244,0.017,17.941,0.021,17.807,0.02,17.66,0.022,0.098,20.17,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,16.502,0.113,16.031,0.144,15.491,0.138,0.142,-28.634,0.086,0,1,1,1,3,1,1,0,0,0,0,0,3919,52758,53108,1385,37,40,5,160,249,3,1,1,0,0,0,0,0,20.915,0.055,18.243,0.017,17.941,0.021,17.808,0.02,17.661,0.022,390070940022603776,,,,,,0.3030000000000008,quasar
151427.26+372706.9,228.613624,37.451917,2.0645,19.314,0.029,19.172,0.017,19.091,0.016,19.092,0.018,18.989,0.044,0.077,20.134,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.373,-0.076,0,1,1,1,1048578,1,0,0,0,1,0,0,3926,52760,53172,1399,93,41,2,22,140,1048578,1,0,0,0,1,0,0,19.32,0.028,19.168,0.016,19.089,0.016,19.085,0.017,18.989,0.044,394011864809340928,,,,,,0.08099999999999952,quasar
151428.11+494235.9,228.617154,49.709984,3.1323,24.275,0.999,20.676,0.034,20.256,0.023,20.231,0.035,20.255,0.116,0.067,20.212,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.165,0.135,0,1,1,1,33554432,0,0,0,0,0,0,0,3187,52403,52822,1330,540,40,6,18,205,1,0,1,0,0,0,0,0,24.123,0.952,20.69,0.036,20.257,0.024,20.223,0.036,20.247,0.117,374588590052605952,,,,,,0.41999999999999815,quasar
151428.64+361957.9,228.619372,36.332773,0.6946,17.915,0.023,17.642,0.017,17.769,0.015,17.879,0.016,17.857,0.024,0.11,20.149,0.0,0.0,0.0,0,0,-1.524,3.461,20.3,16.864,0.182,15.945,0.169,14.903,0.137,0.412,-25.006,-0.254,0,1,1,1,7170,1,0,0,1,0,0,0,3813,52722,53083,1353,484,41,4,453,33,7170,1,0,0,1,0,0,0,17.926,0.02,17.662,0.018,17.772,0.015,17.883,0.014,17.858,0.025,381063635268534272,,,,,,-0.1269999999999989,quasar
151429.01+472409.7,228.6209,47.402709,0.4943,20.066,0.041,19.462,0.019,19.278,0.016,18.933,0.019,18.73,0.038,0.214,20.354,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.167,0.354,0,1,1,1,3,1,1,0,0,0,0,0,3705,52705,52822,1330,127,40,1,181,103,2,1,0,0,0,0,0,0,20.058,0.045,19.46,0.02,19.286,0.018,18.931,0.019,18.724,0.038,374588588320358400,,,,,,0.18400000000000105,quasar
151430.06+542954.9,228.625266,54.498606,0.8858,19.631,0.036,19.371,0.022,19.18,0.016,19.104,0.02,19.052,0.058,0.082,20.137,0.0,0.0,0.0,0,0,-1.46,3.873,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.36,0.243,0,1,1,1,7170,1,0,0,1,0,0,0,2326,52052,52376,794,341,41,4,223,162,7170,1,0,0,1,0,0,0,19.695,0.037,19.371,0.018,19.187,0.012,19.131,0.021,19.062,0.059,223716086145613824,,,,,,0.19099999999999895,quasar
151430.61+442106.8,228.627558,44.35189,0.4998,19.531,0.036,19.363,0.038,19.403,0.018,19.138,0.019,18.996,0.044,0.098,20.303,0.0,0.0,0.0,0,0,-1.919,2.202,19.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.942,0.085,0,1,1,1,135273475,1,1,0,1,1,0,0,3964,52788,53148,1677,570,41,6,103,32,135273475,1,1,0,1,1,0,0,19.531,0.036,19.364,0.038,19.403,0.018,19.138,0.019,18.996,0.044,472261807256371200,,,,,,-0.03999999999999915,quasar
151432.46+315905.8,228.63527,31.984959,1.2441,18.939,0.021,18.923,0.019,18.703,0.014,18.695,0.017,18.784,0.036,0.087,20.243,0.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.588,-0.055,0,1,1,1,1048578,1,0,0,0,1,0,0,4002,52813,53149,1649,451,40,5,131,72,1048578,1,0,0,0,1,0,0,18.938,0.021,18.923,0.019,18.703,0.014,18.695,0.017,18.784,0.036,464380511704317952,,,,,,0.21999999999999886,quasar
